#,Address,OP,Points,Alpha Gal,Ape Warrior Redux,Base of Bored,Bored 101,Bored Council,Bored Survivors,Bored Town,Bored WOW,Catens,Faceless Portraits,Faceless Totz,Mangmoom,MONO is Bored,Nova Ape,NovaNaut,Robonaut,RoboSkull,The Vintract,Zkalien
3959,0xaab6Af0199FB92f0B62886cAae0F7B4aB46AE441,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xaac2bd4F44c02D3A8A8f4aC88b87A91ab7Ef0Bf2,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xab203717F395060a096d311075395EF94F529dEA,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xab27ff110E5b83a3dF82B1bfc6bAEaaAa6137069,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xab2B23e67eE1F11C27a59504A319F25d6cbd057C,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xab345beb978Bb5C7E78d814035c027A6604281A1,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xab4F22b8E45d2808d34d735862D002fd62a37a31,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xab8B0fF6d1aBe729E06bcfda54DB401D73265EEF,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xab9461f04AfcEB9F7710b97da8c4654B772a5868,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xabEb9af546d1ED5aBb29D138B414B415DcB6b585,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xabd32d2Dc2054dfBD680033f29CCBAb6b54ac4F0,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xabf228a632fE4340e18d76B89E6fD79352290b5b,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xac215d4401c004771CfAf9DEb3aBB3554e692099,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xac613ba88bC9d5E52B37EB59c26bE5eEA6AA163E,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xac6C1ca14413AD894300fd1766E7240b9AA3f822,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xac76d48AD04de92CaD933f4327eA58aE120A54d8,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xac8365C3841fbB91A2bc33B4682c22E3D15d27AC,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xaceD1692B23834eDd07f0206A109B5222a701a17,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xad1e365152589d3501340Af5c004bfa1EF0d724a,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xad7fd9DE447D1BB9BAB46B2cbE890f3C0c4adDC8,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xad83FBE253538ABb2d73A0a849B94E3A7CF52C47,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xad9D364C6662D480b2Aff4dEB53e80a1669C9640,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xadb5d714985EaAB567f0424A23f996b93D366615,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xadc51310F2b44A84aba8C4D892665028242e165C,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xae5FC3963C7f2219F2B025E6dA20E08dD81B1b73,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xae6A49E625f91c5F8A394304fCB74b60b345c7A1,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xae983237b3E202D5cBEFf1EDF071Fd45158472A3,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xaeB9BD69D68492fe9b6555042935e7aF7633594A,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xaf6540072Ad3b06E1a144CFA6a5DdDd1e53636F1,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xaf9601e969E334Be1e6e4d40504cB165A4E78A0A,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xafAF462f265C0cD7Bcf5Fb3278B6C3478Eab63D1,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xafd8cDa12A6e7Dbb69AA950BEc2da6AE79c53D08,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb007fE067b7CaCa64359828026E629a8e0bADc54,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb02F2C18a9eD8F9c74A82A64eF00A6F952255Bae,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb03d651170cEEE35729afF792d522FD952Cf94C0,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb0660c8A5B8eF1A904D9B6969091B58F466bAC44,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb0663BB359A89dD872d5437D28223800B47aC3Db,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb066D165D3Fd240b0a5223534CC9EA5a0c6D3804,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb071e000849E25aECa43324F21f3C9Eb413296eA,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb0765189ff7997fF693156cAA83Ae7Bc6133B806,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb07E566AF11cb1B23a7b55323bDD1cE63899e2b2,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb0F37Dcd30350853b304A1e77db11a45323eAF19,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb0de2C1ADEE22fdfEf320128CD8e3E0c0a321322,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb0f2CB8466026E0b01Eeb878ae1aa8e0672497C0,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb161fde15EcBc1f3Cc22336c7C2859e141d42dAa,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb19BE18A7D279432F607676Acd34c62fF932daba,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb1D289f57C77e4AD8CDB70C29864b4c9D32BE440,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb1D41f9E8D4C44Fb47e828c2AC728cd15353121b,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb1F2f8490793Dc4B039E2605d3499912Ca7988f3,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb248f5bB73D0f54E955b2554138f1f2A1159E569,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb2654B19e3D3fC98B704425B37f9e98FD2d10Ec8,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb2A07Ad239C583a3a40f06ab02813dEB47f9f5dE,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb2C3c96D6BF62fAa5A691f52a2a0677C8bB55315,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb2a0536b4af0fd5CF60025a4918285C554fc1220,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb2a3b5B9d2C0f07cBA328b58737147cfc172EB9f,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb2d97e684C0D2B22e68B2F668055fbAFf5ACB27B,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb2dbCfAa57B8dfA9bee8615cd774606c205F508D,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb2f14C22E140a2c8014E13E6A527403136231B56,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb319CaCFCBAF67F731Ad065d255c9BA10B80917a,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb32d8181eb90D5F7cdE4d3da574f484F5EA17081,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb33e042001A51479d081836455659DB8Ba08Cb68,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb34EdB3917cc67af653C3fFC16D27CC646dCe29b,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb34e9Af4660F9F9568ce62dbF2813ee282fFDcF9,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb352A12475693c2bB74BFc9989B8437f141D5CF9,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb36D51F4386A48fa89785e20CdC89dFcdb5D9829,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb37326049d7020aAc74Bd997e9766e05f24A6d9D,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb396117502Fd476a7eCeEcbaFAc790Fe543BC62A,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb3A1e718BC30AFf1AB272a7A84ce9bc9D4266Eb0,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb3AB6607fDBF8186583491703BDE8873db35B84E,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb3B214827e9e32f65DA7C45E4F5A6D3E4159737A,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb3E565BD755AbE253ee3D0381608Cc2ff8c086d2,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb3e87DDA854801dC953aa2380d93CdAc385CE1Ef,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb3f27dECBe0cfaE131259651fF59946eA2A745aF,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb41ab83A4A2FB9DCDCb76eC525eDBFb9fb84938E,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb429c54B50c2bFed4D3a5cdbAA2A201B8f0ed2B3,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb43b517Dc50e19Cb2F241EAFe3f8Ad09954A6E82,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb47857Fc4DBE61889c21A981E65c0Afa9f4d4b34,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb48d4e2b0988FCCcb66F914948e9aD9B805C0917,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb48d8130f1f8f23de019CBe3A1515Aa339180278,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb49e00faBFc03A2E2705D4D4bF1F7aE833790260,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb4AAd6568805339b5305e01BC75F5f0F10091135,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb4DaA5124033ad06491dd802B3d059C28eEE5c51,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb4EB2213A40c61686165e5430616E0b3fdFe9fbA,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb4Ea271b56441911c3693281552E3F1748197322,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb4F508916B53Bc5BA3bf1dd79D3831312CCa3420,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb4F61e58b4d0248De4ee32d5a13fdF8678560648,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb4b15741a2152d1c8135bD947996B613A8cB584B,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb4cC1a17dE40ce691B32b52B2FBFb7D26744AC28,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb4d2CD4A86170a39B6069cD2A2C049717a12a5a6,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5148bD787d249A7798A4bBC2345D57367de0487,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb519d7664D1b862bb8F118D138BD43123C7b4b07,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5399caE952f2ED47622f03E71e48d588B46C285,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb54D1e3056f65F0Df6DF4310559b0F41003495d1,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb56498456Db9D2232A55dd2B4CDbd07466aB624e,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb5960421B01b4672f5DC7cC377dfF56df44D020B,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb5B8c12099A13dAFE210e94EAA9Bb673066Fd471,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5C29225D0c4B5889B74F38fCF1Aa1D2bc0E4a33,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb5E29DF00b97B50DbD4b54b3E7F8c9AF64ab7AA4,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb5E890d0dB308154D686856668A3f96BA659bdD2,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5F2661193bC5A3C70ccd9e677A47fF48Fc6cC24,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5F2949aADDd62C07AB10FFd39964fAF60887560,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb5F31EB9e70f88c5997a243DfB59b7097bcd84bE,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5F714c587b83a3fbe45fB0Ca564462e1BD4Cd10,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5c8fFA182dD3F62Ee2ea31919f6B7E9eC275fB3,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb5d05aA14b1aE48F6f6c53a2F4B25198C9028BFF,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5e3c55c5d43E476fDA81f1202Fe55AE0b32dF3c,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb5f49D58276085a43aDA287D6590879879B470b3,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb6022DcEB5f08361eF6E96a64259cf664E7eE3D4,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb63a6d732367b945f5f1946eE7305ec5E6cfaD5a,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb6425560eF50030e2fEEACfc4A5e8d9296c2bcc0,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb695709a6AE6201dE3ec9B730E9F3B45935D1Ce0,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb69B4B0107ec2BFBc9682D8B910822FDC03852eA,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb6Bc5609F67A9E7cE74219D94F9e7E2D60984B50,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb701574911527A6b07DB4Bd675284599F4DBE058,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb71De593410F64c3760821a8De31602ee1c8C499,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb72D4D2337E1Cd3Cc20240467833209E97e6c469,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb73Be68f1e37A497C4f5F2310f4cfc21Dda4121A,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb73d0e383a02f23410A7eC33ca2eB9d71C7EEec6,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb754Be27D4EAb18Dfdd4cFe42b538A80170721A7,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb7579073f6b23beBDA88cB1D26483F5ED760EB78,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb75A7B6AB64C7fF15d8AAFBC38cd7B65962EAA7e,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb7745F7e815043AB1d32F5249b5329a59df04479,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb7794e1BE13eF8269ce7bfbb7D972e94B9466AA8,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb7C437A87a6b6E32C961e9529D6e3cbd2e66c593,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb7EE3EC90520B34099E9b015640A97180c339772,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb7a322b62994033f3C6CF816d31ec66B4D4AAbc9,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb7eB299b5bEA6ef3332edd7B9dE080b864D7A71C,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb7fffDd1134F241393052755Db044B95254daCa3,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb82b3F71A29AB5F2BbEf08C8e7bF179BDE167b73,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb83044CF0332C47030c88B169f7C4CDecd168583,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb8530006b544561E8Ae916bD34b06E6D7Ad0c001,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb8620bA0B6E23441A720A59e493650c619AE9a78,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb8B2d1A19443143D65BC495d867f147ee24A8fff,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb8D655505AdFDD3603ddE4b6Eeb5243eC93f3B74,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb8F7819b09F0FeF00280059091898b3600Ea258a,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb8e0F2F187B1D786995b9e1971a76B61E0fe5D5D,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb911944509395901ecBf1e222340b0115bAc1158,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb91ED7318D292AA83C2f43492528c8ECEC2Aed6B,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb922cCE03b0c005c49F9E4Bf81cba2726c1258f9,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb92338347d4Ce5b0B3D20d28985e458908F43d52,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb93646A29f5f31915aaa5CE9bf4642D6c9189Dd9,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb9601ac8B16AfE2d05a4eEDB47af276BCE4B269E,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb970df834F589B269af9be54386e42eA890f0BFE,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb980876d013C63021C1441569efC4b0030645bA2,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb9914b47bAEdcDB641274F80D9F4596E97093989,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xb9A3Ffa7A00eCdA15eA7Ee7AF861dB14194E8426,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb9B623809726d7611ff1c41A76eF9e7B07e93807,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb9DAf85De0f7590DAdB963b8A1321B2db0377A71,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb9DcEd16B3859be0f987dAfA5335B561DbAA40fA,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb9e8eCC40c064BBd930076B6900486083eE39853,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xb9eC7F8d9C151103EFB8A885e8b0bc4C1fCF42C4,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbA10292311AB77B7342610615104090bA7ecB0a3,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbA1C05bb74041Fcfa2ccF45c67F10CcBa28ABF6F,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbA6E1F06B65dd09070E4b5605d9b5dBCe501B2Af,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbA7E9D935Da60D40D87Ba190FFAA60Aec2d20044,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbA7fe1E146a1bfC1d8529266ae19Fa8c07C6a015,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbA8dF02a4d7d9aCf93b27a87Ab05b54952F051D4,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbAB2D152631ee58c144dfEAa6Acba9422BFf1A8C,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbAF35EF30c8b304A553e635d4fE2107Aa52fB4Bb,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbAaacEbEF60843661fee7c245B7daeAFA51c99DE,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbB422379a0671CeC644952119b75113AB25A2f91,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbB9103261DdAB65Ab6C737d29cECEcF4b4172de9,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbBbe9919203ef6Bb427Cda8fA0e03608c16D55ab,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbC1443c470c6130ed1052748e179fd313E5f20F4,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbC8F84d10584bCC0830cc3958F32686Be2fe3D1C,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbD0998E67b24a116E9a7aEcA80f33766E63Da727,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbD11220Bc8E8105E0609856D8A74055729FBD600,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbD1d5738C329AAb9C8eaB63AF2dA213bB58cef7A,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbD23497f0BFf23FBeEA70Cd14D923Ed08c5e480F,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbD46A5b7b9db79DD85C964ca2FC55C3500b8C5E1,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbE0D7999336b259604738B5eC11B4F210991e3e3,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbE533f7B30E2283B50E2d5Fd3e2DBa765c2fb013,TBA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,0xbE681d305f9AC149eAA565bebb4A125eeB06D7A0,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbE90992ed6F213575D11F378653960ea099a8Fbb,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbEB77AE1141339FcF852a51fbDD628172c414837,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbEE2ae163e7095301B6217c719D0f6a7E9bABf11,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3959,0xbEe0D572dff37945408fd747805cAC62e2209E11,TBA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
